date,symbol,type,shares,price,value,pnl,pnl_pct
2023-01-03,NVDA,BUY,58,14.30147933959961,829.4858016967773,,
2023-01-03,META,BUY,6,123.97572326660156,743.8543395996094,,
2023-01-03,TSLA,BUY,7,108.0999984741211,756.6999893188477,,
2023-01-03,V,BUY,4,203.1567840576172,812.6271362304688,,
2023-01-03,IONQ,BUY,240,3.4600000381469727,830.4000091552734,,
2023-01-04,TSLA,SELL,7,113.63999938964844,795.4799957275391,38.780006408691406,0.0512488528559379
2023-01-04,AAPL,BUY,4,124.60270690917969,498.41082763671875,,
2023-01-04,AMZN,BUY,5,85.13999938964844,425.6999969482422,,
2023-01-04,TSLA,BUY,4,113.63999938964844,454.55999755859375,,
2023-01-05,IONQ,SELL,240,3.640000104904175,873.600025177002,43.200016021728516,0.05202314010771007
2023-01-05,MSFT,BUY,2,217.52528381347656,435.0505676269531,,
2023-01-05,GOOGL,BUY,5,85.60953521728516,428.0476760864258,,
2023-01-05,IONQ,BUY,124,3.640000104904175,451.3600130081177,,
2023-01-09,NVDA,SELL,58,15.613241195678711,905.5679893493652,76.08218765258789,0.09172210964546457
2023-01-09,V,SELL,4,214.1379852294922,856.5519409179688,43.9248046875,0.05405284013927208
2023-01-09,TSLA,SELL,4,119.7699966430664,479.0799865722656,24.519989013671875,0.05394224996780804
2023-01-09,NVDA,BUY,26,15.613241195678711,405.9442710876465,,
2023-01-09,TSLA,BUY,3,119.7699966430664,359.3099899291992,,
2023-01-10,META,SELL,6,132.1751708984375,793.051025390625,49.196685791015625,0.06613752608810008
2023-01-10,AMZN,SELL,5,89.87000274658203,449.35001373291016,23.65001678466797,0.05555559538221797
2023-01-10,AMZN,BUY,6,89.87000274658203,539.2200164794922,,
2023-01-11,AAPL,SELL,4,131.63356018066406,526.5342407226562,28.1234130859375,0.05642616798533131
2023-01-11,MSFT,SELL,2,230.69558715820312,461.39117431640625,26.340606689453125,0.06054608050078365
2023-01-11,GOOGL,SELL,5,90.89310455322266,454.4655227661133,26.4178466796875,0.06171706600821156
2023-01-11,IONQ,SELL,124,3.859999895095825,478.6399869918823,27.27997398376465,0.06043950105804791
2023-01-11,AMZN,SELL,6,95.08999633789062,570.5399780273438,31.319961547851562,0.05808382587934351
2023-01-12,NVDA,SELL,26,16.495403289794922,428.88048553466797,22.936214447021484,0.056500894533056185
2023-01-12,GOOGL,BUY,8,90.50576782226562,724.046142578125,,
