date,symbol,type,shares,price,value,pnl,pnl_pct
2025-02-06,DOT/USD,SELL,132,4.492766857147217,593.0452251434326,-33.9832878112793,-0.05419735643462483
2025-02-06,MATIC/USD,SELL,2014,0.29698801040649414,598.1338529586792,-33.07793653011322,-0.05240386361747532
2025-02-06,XRP/USD,BUY,545,2.3268799781799316,1268.1495881080627,,
2025-02-06,ADA/USD,BUY,1798,0.7050619721412659,1267.701425909996,,
2025-02-06,AVAX/USD,BUY,51,24.507278442382812,1249.8712005615234,,
2025-02-06,DOT/USD,BUY,282,4.492766857147217,1266.9602537155151,,
2025-02-11,BNB/USD,SELL,1,642.5872802734375,642.5872802734375,69.25946044921875,0.12080254621248551
2025-02-11,ADA/USD,SELL,1798,0.7793989777565002,1401.3593620061874,133.6579360961914,0.1054332931748874
2025-02-12,DOT/USD,SELL,282,5.228726863861084,1474.5009756088257,207.54072189331055,0.16380997058484836
2025-02-13,XRP/USD,SELL,545,2.5625150203704834,1396.5706861019135,128.4210979938507,0.10126652186627337
2025-02-18,SOL/USD,BUY,8,169.08428955078125,1352.67431640625,,
2025-02-24,AVAX/USD,SELL,51,21.88091278076172,1115.9265518188477,-133.94464874267578,-0.1071667614090949
2025-02-24,SOL/USD,SELL,8,141.98948669433594,1135.9158935546875,-216.7584228515625,-0.16024435462590925
2025-02-24,SOL/USD,BUY,9,141.98948669433594,1277.9053802490234,,
2025-02-24,AVAX/USD,BUY,60,21.88091278076172,1312.8547668457031,,
2025-02-24,DOT/USD,BUY,297,4.413650989532471,1310.8543438911438,,
2025-02-24,MATIC/USD,BUY,4929,0.26631399989128113,1312.6617054641247,,
2025-02-24,LINK/USD,BUY,86,15.247294425964355,1311.2673206329346,,
2025-02-26,SOL/USD,SELL,9,134.83132934570312,1213.4819641113281,-64.42341613769531,-0.0504132912603758
2025-02-26,SOL/USD,BUY,4,134.83132934570312,539.3253173828125,,
2025-02-27,DOT/USD,SELL,297,4.926065921783447,1463.0415787696838,152.18723487854004,0.11609774616666182
2025-02-27,XRP/USD,BUY,351,2.198647975921631,771.7254395484924,,
2025-03-02,AVAX/USD,SELL,60,24.94097328186035,1496.458396911621,183.60363006591797,0.13985067861470202
2025-03-02,MATIC/USD,SELL,4929,0.303382009267807,1495.3699236810207,182.70821821689606,0.13918911282042387
2025-03-02,LINK/USD,SELL,86,17.41300392150879,1497.5183372497559,186.2510166168213,0.14203893720688465
2025-03-02,SOL/USD,SELL,4,178.49549865722656,713.9819946289062,174.65667724609375,0.3238429044897268
2025-03-02,XRP/USD,SELL,351,2.9369421005249023,1030.8666772842407,259.1412377357483,0.3357946031782522
2025-03-02,XRP/USD,BUY,298,2.9369421005249023,875.2087459564209,,
2025-03-02,ADA/USD,BUY,776,1.1295030117034912,876.4943370819092,,
2025-03-03,XRP/USD,SELL,298,2.385741949081421,710.9511008262634,-164.25764513015747,-0.18767824920517456
2025-03-03,ADA/USD,SELL,776,0.8552640080451965,663.6848702430725,-212.80946683883667,-0.24279616859515366
2025-03-09,AVAX/USD,BUY,97,17.957881927490234,1741.9145469665527,,
2025-03-09,MATIC/USD,BUY,7957,0.22058600187301636,1755.2028169035912,,
2025-03-10,AVAX/USD,SELL,97,16.28597068786621,1579.7391567230225,-162.17539024353027,-0.09310180601336024
2025-03-10,MATIC/USD,SELL,7957,0.20721200108528137,1648.7858926355839,-106.41692426800728,-0.0606294174343571
2025-03-10,BNB/USD,BUY,2,532.1218872070312,1064.2437744140625,,
2025-03-10,AVAX/USD,BUY,75,16.28597068786621,1221.4478015899658,,
2025-03-10,DOT/USD,BUY,317,3.880053997039795,1229.977117061615,,
2025-03-10,MATIC/USD,BUY,5939,0.20721200108528137,1230.632074445486,,
2025-03-10,LINK/USD,BUY,96,12.69313907623291,1218.5413513183594,,
2025-03-12,AVAX/USD,SELL,75,18.89916229248047,1417.4371719360352,195.98937034606934,0.16045660738915637
2025-03-14,BNB/USD,SELL,2,587.1362915039062,1174.2725830078125,110.02880859375,0.10338684729852259
2025-03-15,DOT/USD,SELL,317,4.352015018463135,1379.5887608528137,149.61164379119873,0.12163774570751142
2025-03-15,LINK/USD,SELL,96,14.037820816040039,1347.6307983398438,129.08944702148438,0.10593768269071906
2025-04-06,ETH/USD,BUY,1,1576.72802734375,1576.72802734375,,
2025-04-06,BNB/USD,BUY,2,554.5949096679688,1109.1898193359375,,
2025-04-06,SOL/USD,BUY,15,105.7120132446289,1585.6801986694336,,
2025-04-06,ADA/USD,BUY,2824,0.5727930068969727,1617.5674514770508,,
2025-04-08,ETH/USD,SELL,1,1472.5531005859375,1472.5531005859375,-104.1749267578125,-0.06607032091216884
2025-04-08,XRP/USD,BUY,409,1.7945679426193237,733.9782885313034,,
2025-04-09,SOL/USD,SELL,15,119.05754089355469,1785.8631134033203,200.18291473388672,0.12624419154749048
2025-04-09,ADA/USD,SELL,2824,0.631676971912384,1783.8557686805725,166.28831720352173,0.10280147331827104
2025-04-09,XRP/USD,SELL,409,2.0517380237579346,839.1608517169952,105.18256318569183,0.14330473370835398
2025-04-22,BNB/USD,SELL,2,618.8269653320312,1237.6539306640625,128.464111328125,0.1158179682942234
2025-05-31,SOL/USD,BUY,10,156.63894653320312,1566.3894653320312,,
2025-06-05,SOL/USD,SELL,10,144.54295349121094,1445.4295349121094,-120.95993041992188,-0.0772221296791483
2025-06-05,SOL/USD,BUY,10,144.54295349121094,1445.4295349121094,,
2025-06-05,ADA/USD,BUY,2322,0.6275740265846252,1457.2268897294998,,
2025-06-05,AVAX/USD,BUY,77,18.796627044677734,1447.3402824401855,,
2025-06-05,LINK/USD,BUY,112,12.922351837158203,1447.3034057617188,,
2025-06-08,AVAX/USD,SELL,77,21.055870056152344,1621.3019943237305,173.96171188354492,0.12019406493008618
2025-06-09,SOL/USD,SELL,10,161.08865356445312,1610.8865356445312,165.45700073242188,0.11446908807109897
2025-06-09,ADA/USD,SELL,2322,0.7050520181655884,1637.1307861804962,179.9038964509964,0.12345633869300296
2025-06-09,LINK/USD,SELL,112,14.361599922180176,1608.4991912841797,161.19578552246094,0.11137663663385305
2025-06-18,DOT/USD,BUY,490,3.6224279403686523,1774.9896907806396,,
2025-06-20,DOT/USD,SELL,490,3.4376869201660156,1684.4665908813477,-90.52309989929199,-0.050999225724787156
2025-06-20,ADA/USD,BUY,2616,0.5772640109062195,1510.1226525306702,,
2025-06-20,DOT/USD,BUY,439,3.4376869201660156,1509.1445579528809,,
2025-06-21,SOL/USD,BUY,9,135.1610107421875,1216.4490966796875,,
2025-06-21,LINK/USD,BUY,109,11.985239028930664,1306.3910541534424,,
2025-06-22,ADA/USD,SELL,2616,0.5409830212593079,1415.2115836143494,-94.9110689163208,-0.06284990742789562
2025-06-22,DOT/USD,SELL,439,3.1523730754852295,1383.8917801380157,-125.25277781486511,-0.08299587813162682
2025-06-22,BNB/USD,BUY,1,615.99462890625,615.99462890625,,
2025-06-22,ADA/USD,BUY,1721,0.5409830212593079,931.0317795872688,,
2025-06-24,LINK/USD,SELL,109,13.408498764038086,1461.5263652801514,155.13531112670898,0.11875105132837778
2025-06-28,SOL/USD,SELL,9,150.8275604248047,1357.4480438232422,140.9989471435547,0.11591027321111341
