initial_capital,total_return,annualized_return,sharpe_ratio,sortino_ratio,max_drawdown,max_drawdown_duration,volatility,total_trades,win_rate,avg_win,avg_loss,profit_factor,total_commission,final_value
10000,0.5822239287376404,0.5394704403253245,1.4806039780618996,0.2076601853869388,-0.16870400012873665,92,0.32446648138884004,343,0.16326530612244897,162.97306026731218,-71.85845628651705,2.8865114732634796,0.0,15822.239287376404
