portfolio_value,cash,positions_value,total_return,num_positions,num_trades
13207.123509407043,8889.510758399963,4317.61275100708,0.3207123509407043,4,248
13257.718569755554,8131.270768165588,5126.447801589966,0.32577185697555544,4,249
13353.2993516922,9508.459244728088,3844.8401069641113,0.33532993516922,2,251
13297.079315185547,9508.459244728088,3788.6200704574585,0.3297079315185547,2,251
13158.959310531616,9508.459244728088,3650.500065803528,0.3158959310531616,2,251
13260.12937259674,9508.459244728088,3751.6701278686523,0.32601293725967406,2,251
13453.329211235046,9508.459244728088,3944.869966506958,0.34533292112350467,2,251
13432.599175453186,9508.459244728088,3924.1399307250977,0.3432599175453186,2,251
13320.159149169922,9508.459244728088,3811.6999044418335,0.33201591491699217,2,251
13336.989320755005,9508.459244728088,3828.5300760269165,0.3336989320755005,2,251
13403.349287986755,9508.459244728088,3894.890043258667,0.34033492879867555,2,251
13293.529238700867,8080.827805519104,5212.701433181763,0.3293529238700867,4,253
13456.050795555115,7959.856507301331,5496.194288253784,0.34560507955551145,4,255
13485.64704990387,8825.133584022522,4660.513465881348,0.34856470499038694,3,256
13489.42264842987,8012.458596229553,5476.964052200317,0.34894226484298707,3,257
13449.285879135132,7294.613503456116,6154.672375679016,0.34492858791351316,4,258
13462.79650592804,7294.613503456116,6168.183002471924,0.34627965059280397,4,258
13133.092183113098,6919.342488288879,6213.749694824219,0.3133092183113098,3,261
12969.950337409973,5803.571365356445,7166.378972053528,0.29699503374099734,4,263
12909.651735305786,8124.468704223633,4785.183031082153,0.2909651735305786,3,265
13016.196828842163,7453.288589477539,5562.908239364624,0.3016196828842163,3,266
13054.891711235046,6115.592619895935,6939.299091339111,0.30548917112350465,4,268
12982.14850139618,7329.55261516571,5652.595886230469,0.2982148501396179,3,269
13051.704760551453,6767.840517997742,6283.864242553711,0.30517047605514525,4,270
13029.694277763367,6767.840517997742,6261.853759765625,0.3029694277763367,4,270
13089.53863811493,6280.340517997742,6809.1981201171875,0.3089538638114929,5,271
13050.209475517273,5427.893496513367,7622.315979003906,0.3050209475517273,6,276
13206.549731254578,7627.919894218445,5578.629837036133,0.32065497312545777,5,277
13259.68332195282,7059.421847343445,6200.261474609375,0.325968332195282,5,278
13341.958041191101,8490.212862968445,4851.745178222656,0.3341958041191101,4,279
13192.573367118835,8914.850710868835,4277.72265625,0.31925733671188355,3,280
13206.113421440125,8914.850710868835,4291.262710571289,0.32061134214401243,3,280
13184.797762870789,8914.850710868835,4269.947052001953,0.31847977628707885,3,280
13174.460406303406,8914.850710868835,4259.60969543457,0.3174460406303406,3,280
13255.486926078796,8914.850710868835,4340.636215209961,0.32554869260787966,3,280
13208.127795219421,8914.850710868835,4293.277084350586,0.32081277952194215,3,280
13178.804781913757,8914.850710868835,4263.954071044922,0.3178804781913757,3,280
13128.844424247742,8914.850710868835,4213.993713378906,0.31288444242477415,3,280
13153.61871623993,8185.210696220398,4968.408020019531,0.31536187162399293,3,281
13130.867358207703,7676.882266044617,5453.985092163086,0.3130867358207703,4,282
13174.085604667664,8487.467440605164,4686.6181640625,0.31740856046676635,2,285
13216.286654472351,8487.467440605164,4728.8192138671875,0.3216286654472351,2,285
13271.712801933289,7689.467476844788,5582.245325088501,0.32717128019332886,3,286
13155.222237586975,6961.467476844788,6193.7547607421875,0.3155222237586975,3,287
13366.74702167511,6961.467476844788,6405.279544830322,0.336674702167511,3,287
13329.27203655243,6961.467476844788,6367.804559707642,0.3329272036552429,3,287
13083.061981201172,5236.682644844055,7846.379336357117,0.30830619812011717,4,290
12962.452625274658,7122.002652168274,5840.449973106384,0.2962452625274658,3,291
12875.78091430664,6500.202664375305,6375.578249931335,0.28757809143066404,4,292
12855.24576473236,5650.598202705383,7204.6475620269775,0.2855245764732361,5,294
12714.098286628723,6165.418774604797,6548.679512023926,0.27140982866287233,6,299
12813.05037021637,5342.727871894836,7470.322498321533,0.28130503702163695,6,301
13038.753992080688,5342.727871894836,7696.026120185852,0.30387539920806883,6,301
13313.586062431335,7458.327822685242,5855.258239746094,0.33135860624313357,5,302
13401.827624320984,6004.818881034851,7397.008743286133,0.3401827624320984,7,305
13545.069605827332,6246.866030693054,7298.203575134277,0.3545069605827332,6,307
13864.608172416687,8038.104846000671,5826.503326416016,0.3864608172416687,6,310
13740.946635246277,7065.598101615906,6675.348533630371,0.37409466352462767,5,314
13772.239031791687,7683.348162651062,6088.890869140625,0.3772239031791687,5,316
13831.320666313171,6996.162920951843,6835.157745361328,0.38313206663131716,6,317
13976.092455863953,7165.822878837585,6810.269577026367,0.39760924558639527,5,319
14103.916125297546,6116.520597457886,7987.395527839661,0.41039161252975465,6,321
14061.230946540833,6116.520597457886,7944.710349082947,0.40612309465408325,6,321
14088.514773368835,6116.520597457886,7971.99417591095,0.40885147733688354,6,321
14157.274716377258,6116.520597457886,8040.754118919373,0.41572747163772583,6,321
14131.807459831238,6949.651578903198,7182.15588092804,0.41318074598312376,5,322
14091.38237953186,6396.901700973511,7694.48067855835,0.40913823795318605,6,323
14161.186318397522,5847.416227340698,8313.770091056824,0.4161186318397522,6,324
14248.77247428894,7480.734861373901,6768.037612915039,0.42487724742889404,5,327
14167.92820262909,7480.734861373901,6687.193341255188,0.4167928202629089,5,327
14186.422213554382,7480.734861373901,6705.687352180481,0.4186422213554382,5,327
14161.630818367004,7480.734861373901,6680.895956993103,0.4161630818367004,5,327
14100.356401443481,7480.734861373901,6619.62154006958,0.4100356401443481,5,327
14114.372421264648,8074.1348876953125,6040.237533569336,0.4114372421264648,4,328
14067.073822021484,10221.854232788086,3845.2195892333984,0.4067073822021484,2,330
14113.281356811523,10221.854232788086,3891.4271240234375,0.41132813568115234,2,330
14135.446914672852,10221.854232788086,3913.5926818847656,0.4135446914672852,2,330
14111.889587402344,10221.854232788086,3890.035354614258,0.41118895874023437,2,330
14053.097946166992,10221.854232788086,3831.2437133789062,0.4053097946166992,2,330
14020.542282104492,8526.676132202148,5493.866149902344,0.4020542282104492,3,332
14104.187911987305,7717.55611038208,6386.631801605225,0.4104187911987305,4,333
14112.23620223999,6985.106106758118,7127.130095481873,0.411223620223999,4,334
14258.147019863129,8371.089856147766,5887.057163715363,0.4258147019863129,4,336
14299.101576805115,8127.483319282532,6171.618257522583,0.4299101576805115,4,338
14311.30397939682,6987.329327583313,7323.974651813507,0.431130397939682,5,340
14428.222204208374,7563.338757514954,6864.88344669342,0.4428222204208374,4,341
14361.5146484375,7134.655560493469,7226.859087944031,0.43615146484375,5,342
14367.810945510864,8375.334393501282,5992.4765520095825,0.43678109455108644,3,344
14277.797206878662,7645.454388618469,6632.342818260193,0.42777972068786624,4,345
14249.900987625122,6933.4144105911255,7316.486577033997,0.4249900987625122,4,346
14311.582060337067,6933.4144105911255,7378.167649745941,0.4311582060337067,4,346
14203.934215545654,6277.304407119751,7926.629808425903,0.42039342155456544,4,347
14115.803577423096,5184.625558853149,8931.178018569946,0.41158035774230955,5,349
14163.881017684937,3330.746467590332,10833.134550094604,0.41638810176849367,7,354
14095.318197250366,3056.9223709106445,11038.395826339722,0.4095318197250366,7,355
14086.566066741943,3143.1441650390625,10943.42190170288,0.40865660667419434,6,357
14375.492347240448,8779.914138793945,5595.578208446503,0.4375492347240448,4,359
14530.367426395416,9836.71858215332,4693.648844242096,0.45303674263954163,3,360
14487.92491388321,7503.034524440765,6984.890389442444,0.44879249138832095,5,363
14414.033113002777,7509.191201686859,6904.841911315918,0.4414033113002777,4,365
14613.239849567413,7750.7757658958435,6862.46408367157,0.4613239849567413,4,367
14640.51317358017,8411.581887722015,6228.931285858154,0.46405131735801697,3,368
14795.066483974457,8411.581887722015,6383.484596252441,0.47950664839744567,3,368
14921.532033443451,8411.581887722015,6509.950145721436,0.4921532033443451,3,368
15060.505239963531,8411.581887722015,6648.923352241516,0.5060505239963532,3,368
15355.284541606903,13329.481776714325,2025.8027648925781,0.5355284541606903,2,369
15341.165523052216,12124.33178281784,3216.833740234375,0.5341165523052216,3,370
