initial_capital,total_return,annualized_return,sharpe_ratio,sortino_ratio,max_drawdown,max_drawdown_duration,volatility,total_trades,win_rate,avg_win,avg_loss,profit_factor,total_commission,final_value
10000,0.6860964656352997,0.3005303681810756,2.4021991449322315,0.22374815691221758,-0.06975019612781341,40,0.11227816748237503,492,0.24390243902439024,77.19142472346624,-58.38064362452578,4.068336032739877,0.0,16860.964656352997
